,Cliente_ID,Churn,Genero,Eh_Idoso,Possui_Parceiro,Possui_Dependentes,Meses_Contrato,Possui_Telefone,Possui_Varias_Linhas,Possui_Internet,Possui_Seguranca_Online,Possui_Backup,Possui_Protecao,Possui_Suporte_TV,Possui_TV_Cabo,Possui_Streaming,Tipo_Contrato,Fatura_Online,Forma_Pagamento,Total_Mes,Total_Gasto,Custo_Diario,Qtde_Servicos_Contratados
1269,1875-QIVME,1,Female,0,1,0,2,1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Electronic check,104.4,242.8,3.48,7
1270,1877-HKBQX,0,Female,0,0,0,11,1,0,DSL,1,0,0,1,0,0,One year,1,Mailed check,54.6,617.85,1.82,4
1271,1891-FZYSA,1,Male,1,1,0,69,1,1,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Electronic check,89.95,6143.15,3.0,5
1272,1891-QRQSA,0,Male,1,1,1,64,1,1,Fiber optic,1,0,1,1,1,1,Two year,1,Bank transfer (automatic),111.6,7099.0,3.72,8
1273,1891-UAWWU,1,Female,1,1,0,20,1,1,Fiber optic,0,0,1,0,1,0,Month-to-month,0,Electronic check,90.8,1951.0,3.03,5
1274,1894-IGFSG,1,Female,0,0,0,22,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Electronic check,89.25,1907.85,2.98,4
1275,1895-QTKDO,0,Female,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),43.95,43.95,1.46,2
1276,1897-OKVMW,0,Female,0,1,1,64,1,1,DSL,1,1,1,1,1,1,Two year,1,Mailed check,90.6,5817.45,3.02,9
1277,1897-RCFUM,0,Female,0,1,1,39,1,1,No,0,0,0,0,0,0,One year,1,Mailed check,24.2,914.6,0.81,3
1278,1898-JSNDC,0,Female,0,0,0,39,1,0,DSL,0,1,0,0,1,0,One year,1,Credit card (automatic),58.6,2224.5,1.95,4
1279,1899-VXWXM,1,Male,0,0,0,48,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Credit card (automatic),106.1,5082.8,3.54,7
1280,1902-XBTFB,1,Male,0,0,1,22,1,0,Fiber optic,0,1,1,0,1,0,Month-to-month,1,Electronic check,89.4,2001.5,2.98,5
1281,1904-WAJAA,0,Female,0,1,1,24,1,1,DSL,1,1,1,0,0,0,Two year,0,Electronic check,64.35,1558.65,2.14,6
1282,1905-OEILC,0,Female,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.5,19.5,0.65,2
1283,1907-UBQFC,1,Male,1,0,0,10,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,72.85,688.65,2.43,3
1284,1907-YLNYW,0,Male,0,0,0,8,1,0,DSL,1,0,1,0,0,1,Month-to-month,1,Electronic check,66.7,579.0,2.22,5
1285,1910-FMXJM,0,Female,0,1,0,36,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Electronic check,80.4,2937.65,2.68,3
1286,1915-IOFGU,1,Female,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,70.5,70.5,2.35,2
1287,1915-OAKWD,0,Female,0,0,1,16,1,0,No,0,0,0,0,0,0,One year,1,Bank transfer (automatic),19.3,360.35,0.64,2
1288,1918-ZBFQJ,1,Female,0,0,0,13,1,0,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Electronic check,79.25,1111.65,2.64,4
1289,1919-RTPQD,0,Male,0,1,1,7,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,44.75,333.65,1.49,2
1290,1921-KYSAY,0,Female,0,0,0,41,1,1,DSL,0,0,1,1,0,1,One year,1,Electronic check,68.6,2877.05,2.29,6
1291,1925-GMVBW,0,Female,0,0,0,5,1,0,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),20.55,96.1,0.68,2
1292,1925-LFCZZ,0,Male,1,0,0,55,0,0,DSL,0,0,1,0,1,1,One year,1,Bank transfer (automatic),50.05,2743.45,1.67,4
1293,1925-TIBLE,1,Female,0,1,0,7,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,86.5,582.5,2.88,4
1294,1926-QUZNN,0,Female,0,1,0,72,1,1,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),25.25,1841.2,0.84,3
1295,1927-QEWMY,0,Female,0,1,0,72,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),20.5,1502.25,0.68,2
1296,1928-BXYIV,0,Male,0,0,0,1,1,1,DSL,1,1,0,0,0,0,Month-to-month,0,Electronic check,61.15,61.15,2.04,5
1297,1929-ZCBHE,0,Male,0,1,1,47,0,0,DSL,1,0,1,1,0,0,One year,0,Electronic check,40.3,1794.8,1.34,4
1298,1930-BZLHI,0,Male,0,0,0,21,1,0,No,0,0,0,0,0,0,One year,1,Mailed check,20.35,422.7,0.68,2
1299,1930-QPBVZ,0,Male,0,1,1,68,1,0,Fiber optic,1,1,0,1,0,1,Two year,0,Bank transfer (automatic),95.1,6683.4,3.17,6
1300,1930-WNXSB,0,Male,0,1,1,58,1,0,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,92.85,5305.05,3.1,5
1301,1932-UEDCX,0,Male,1,1,0,33,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Bank transfer (automatic),100.6,3270.25,3.35,6
1302,1934-MKPXS,0,Male,0,1,1,33,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),20.1,620.55,0.67,2
1303,1934-SJVJK,1,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.15,20.15,0.67,2
1304,1935-IMVBB,0,Male,0,1,0,56,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Mailed check,89.7,4952.95,2.99,4
1305,1936-CZAKF,0,Male,0,1,0,49,0,0,DSL,0,1,0,0,1,1,Two year,0,Credit card (automatic),49.65,2409.9,1.66,4
1306,1936-UAFEH,0,Female,0,0,0,68,1,1,Fiber optic,1,1,0,1,1,1,Two year,0,Credit card (automatic),110.25,7279.35,3.68,8
1307,1937-OTUKY,0,Female,0,1,0,72,1,1,Fiber optic,1,0,1,1,1,0,Two year,1,Bank transfer (automatic),98.2,7015.9,3.27,7
1308,1941-HOSAM,0,Male,0,1,1,1,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,90.1,90.1,3.0,4
1309,1942-OQFRW,0,Male,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,44.0,44.0,1.47,2
1310,1945-XISKS,0,Female,0,1,0,67,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.65,1335.2,0.65,2
1311,1950-KSVVJ,0,Female,0,1,0,45,1,1,Fiber optic,1,1,1,1,1,1,One year,0,Mailed check,113.3,5032.25,3.78,9
1312,1951-IEYXM,0,Male,0,1,1,72,1,1,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),90.6,6441.85,3.02,9
1313,1952-DVVSW,0,Female,0,1,0,10,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.1,184.4,0.67,2
1314,1955-IBMMB,0,Male,0,0,0,59,1,0,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),20.2,1192.3,0.67,2
1315,1956-YIFGE,0,Male,0,1,1,22,1,0,Fiber optic,0,1,1,0,1,1,One year,1,Mailed check,100.05,2090.25,3.34,6
1316,1958-RNRKS,0,Male,0,1,0,30,1,1,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,49.9,1441.95,1.66,3
1317,1960-UOTYM,0,Male,0,1,1,52,1,0,DSL,1,1,1,0,1,1,Two year,0,Electronic check,79.2,4016.3,2.64,7
1318,1960-UYCNN,0,Male,0,0,0,10,1,1,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Electronic check,95.25,1021.55,3.18,6
1319,1963-SVUCV,1,Male,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,45.3,45.3,1.51,2
1320,1963-VAUKV,1,Female,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.4,20.4,0.68,2
1321,1964-SVLEA,0,Male,0,0,0,20,1,0,No,0,0,0,0,0,0,One year,1,Mailed check,19.7,415.9,0.66,2
1322,1965-AKTSX,1,Female,1,0,0,14,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,78.95,1101.85,2.63,4
1323,1965-DDBWU,1,Male,0,0,0,16,1,1,Fiber optic,0,0,0,1,0,1,Month-to-month,1,Credit card (automatic),89.05,1448.6,2.97,5
1324,1970-KKFWL,0,Female,0,0,0,35,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),23.3,797.1,0.78,3
1325,1971-DTCZB,0,Female,0,1,0,72,1,1,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),90.95,6468.6,3.03,9
1326,1972-XMUWV,0,Female,0,1,0,65,1,0,DSL,0,0,0,1,1,0,Two year,1,Credit card (automatic),59.8,3808.2,1.99,4
1327,1976-AZZPJ,0,Male,0,1,0,7,0,0,DSL,1,1,0,0,0,0,Month-to-month,0,Mailed check,34.2,256.6,1.14,3
1328,1976-CFOCS,1,Female,1,1,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,46.0,46.0,1.53,2
1329,1977-STDKI,1,Female,1,0,0,1,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,73.0,73.0,2.43,3
1330,1980-KXVPM,1,Female,1,0,0,3,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),75.05,256.25,2.5,3
1331,1981-INRFU,1,Female,0,0,0,2,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,79.75,164.5,2.66,3
1332,1982-FEBTD,0,Female,0,1,1,23,1,1,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),25.6,514.75,0.85,3
1333,1984-FCOWB,1,Female,0,1,0,70,1,1,Fiber optic,0,1,1,1,1,1,One year,1,Electronic check,109.5,7674.55,3.65,8
1334,1984-GPTEH,0,Female,0,0,0,29,1,1,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,25.15,702.0,0.84,3
1335,1985-MBRYP,0,Female,0,0,0,43,1,0,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),19.65,779.25,0.65,2
1336,1986-PHGZF,0,Male,1,0,0,18,1,1,DSL,1,1,0,0,0,0,Month-to-month,1,Credit card (automatic),58.4,964.9,1.95,5
1337,1987-AUELQ,0,Female,0,1,0,71,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),25.05,1873.7,0.84,3
1338,1989-PRJHP,1,Male,1,1,0,27,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,75.5,1893.95,2.52,3
1339,1991-VOPLL,0,Female,0,0,0,9,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.05,157.65,0.64,2
1340,1996-DBMUS,0,Female,1,1,0,48,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),70.65,3545.05,2.36,2
1341,1998-VHJHK,0,Female,0,0,0,27,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.15,501.35,0.64,2
1342,2000-DHJUY,0,Female,1,1,0,70,1,1,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),92.2,6474.45,3.07,9
1343,2000-MPKCA,0,Female,0,0,0,58,1,1,Fiber optic,1,1,1,0,1,1,One year,1,Electronic check,107.75,6332.75,3.59,8
1344,2001-EWBQU,0,Female,0,0,0,60,1,1,Fiber optic,0,1,1,0,1,1,Two year,0,Electronic check,104.7,6333.8,3.49,7
1345,2001-MCUUW,0,Male,0,0,0,46,1,1,Fiber optic,0,1,1,1,1,1,Two year,0,Electronic check,108.65,4903.2,3.62,8
1346,2002-MZHWP,1,Female,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.5,20.5,0.68,2
1347,2003-CKLOR,1,Male,0,0,0,66,1,0,Fiber optic,0,1,1,0,1,1,Month-to-month,0,Electronic check,99.5,6710.5,3.32,6
1348,2004-OCQXK,1,Female,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,81.95,81.95,2.73,3
1349,2005-DWQZJ,0,Female,0,1,1,8,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.05,201.7,0.64,2
1350,2007-QVGAW,0,Female,0,1,1,68,1,0,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),19.35,1292.65,0.64,2
1351,2011-TRQYE,1,Male,0,0,0,18,0,0,DSL,0,1,1,0,0,0,Month-to-month,1,Credit card (automatic),33.5,600.0,1.12,3
1352,2012-NWRPA,1,Female,1,1,0,11,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,99.55,1131.2,3.32,6
1353,2013-SGDXK,1,Female,0,0,0,1,1,0,Fiber optic,0,1,0,0,1,0,Month-to-month,0,Electronic check,84.3,84.3,2.81,4
1354,2014-MKGMH,0,Female,0,0,0,46,1,1,Fiber optic,0,0,1,0,1,1,One year,1,Electronic check,101.1,4674.4,3.37,6
1355,2017-CCBLH,0,Female,0,0,0,8,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.0,141.6,0.67,2
1356,2018-PZKMU,0,Male,0,1,1,9,1,0,Fiber optic,0,0,1,1,1,1,Month-to-month,0,Electronic check,103.1,970.45,3.44,6
1357,2018-QKYGT,0,Male,0,1,1,1,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,81.05,81.05,2.7,3
1358,2019-HDCZY,0,Male,0,1,0,63,1,1,Fiber optic,0,0,1,0,1,1,Two year,0,Electronic check,102.6,6296.75,3.42,6
1359,2023-VQFDL,0,Male,0,0,0,18,1,0,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,19.0,348.8,0.63,2
1360,2024-BASKD,1,Female,0,0,0,1,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Mailed check,74.6,74.6,2.49,3
1361,2025-JKFWI,1,Male,0,0,0,13,1,1,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Mailed check,99.0,1301.7,3.3,6
1362,2026-TGDHM,1,Female,0,0,0,7,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,79.3,523.15,2.64,3
1363,2027-CWDNU,0,Male,0,1,1,18,1,0,Fiber optic,0,0,0,1,0,1,Month-to-month,1,Electronic check,85.6,1601.5,2.85,4
1364,2027-DNKIV,0,Male,0,1,1,37,1,0,DSL,1,0,1,1,0,0,One year,1,Mailed check,58.75,2203.1,1.96,5
1365,2027-FECZV,1,Male,0,0,0,12,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,106.7,1253.9,3.56,7
1366,2027-OAQQC,1,Female,0,0,0,43,0,0,DSL,0,0,1,0,1,1,Month-to-month,1,Bank transfer (automatic),49.05,2076.2,1.64,4
1367,2027-WKXMW,0,Female,0,1,0,63,1,1,Fiber optic,0,1,1,1,1,1,Month-to-month,1,Electronic check,108.75,6871.7,3.62,8
1368,2030-BTZRO,0,Male,0,1,1,6,1,0,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),20.4,107.6,0.68,2
1369,2034-CGRHZ,1,Male,1,0,0,24,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Credit card (automatic),102.95,2496.7,3.43,7
1370,2034-GDRCN,1,Female,0,0,0,2,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,90.4,168.2,3.01,4
1371,2037-SGXHH,1,Male,0,1,1,38,1,1,Fiber optic,0,1,1,0,1,0,Month-to-month,1,Electronic check,94.65,3624.3,3.16,6
1372,2037-XJFUP,1,Male,0,1,0,33,1,0,Fiber optic,0,0,1,0,1,1,One year,1,Electronic check,95.8,3036.75,3.19,5
1373,2038-LLMLM,0,Female,0,0,0,48,1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Electronic check,103.85,4946.05,3.46,7
1374,2038-OEQZH,0,Male,0,0,0,4,1,0,Fiber optic,0,0,1,0,0,1,Month-to-month,0,Electronic check,86.05,308.1,2.87,4
1375,2038-YSEZE,0,Female,0,0,0,29,1,1,DSL,1,1,0,1,0,0,Month-to-month,0,Mailed check,67.45,1801.1,2.25,6
1376,2039-JONDJ,0,Male,0,0,0,27,1,0,DSL,1,1,0,0,0,0,One year,0,Bank transfer (automatic),55.45,1477.65,1.85,4
1377,2040-LDIWQ,0,Male,0,1,1,65,1,1,DSL,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),84.2,5324.5,2.81,8
1378,2040-OBMLJ,0,Male,0,0,0,31,1,1,Fiber optic,0,0,0,1,0,0,One year,0,Credit card (automatic),81.7,2548.65,2.72,4
1379,2040-VZIKE,0,Female,0,1,0,49,1,1,Fiber optic,1,0,0,0,1,1,Month-to-month,1,Mailed check,100.85,4847.35,3.36,6
1380,2040-XBAVJ,0,Male,0,1,1,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),114.45,8100.55,3.82,9
1381,2041-JIJCI,0,Female,0,0,0,5,1,1,DSL,0,1,0,0,0,1,Month-to-month,1,Electronic check,64.0,370.25,2.13,5
1382,2043-WVTQJ,0,Male,0,1,0,1,1,0,DSL,1,0,1,0,0,0,Month-to-month,0,Mailed check,55.7,55.7,1.86,4
1383,2045-BMBTJ,0,Female,1,0,0,33,0,0,DSL,1,1,1,0,1,1,Month-to-month,1,Bank transfer (automatic),59.45,1884.65,1.98,6
1384,2049-BAFNW,0,Female,0,0,0,1,0,0,DSL,0,0,1,1,0,0,Month-to-month,0,Mailed check,35.9,35.9,1.2,3
1385,2050-ONYDQ,0,Female,0,1,1,65,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),26.0,1654.85,0.87,3
1386,2054-PJOCK,0,Female,0,0,0,60,1,1,DSL,0,0,1,1,1,1,One year,0,Credit card (automatic),80.55,4847.05,2.68,7
1387,2055-BFOCC,0,Male,1,1,0,63,1,0,DSL,1,1,1,1,1,1,One year,1,Bank transfer (automatic),84.0,5329.55,2.8,8
1388,2055-PDADH,1,Female,1,0,0,3,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.4,204.7,2.35,2
1389,2055-SIFSS,0,Female,1,1,0,55,1,1,DSL,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),51.65,2838.55,1.72,3
1390,2056-EVGZL,0,Male,0,1,1,68,1,0,Fiber optic,0,1,1,1,1,1,One year,0,Credit card (automatic),105.75,7322.5,3.52,7
1391,2057-BOYKM,0,Female,1,1,0,72,1,1,Fiber optic,1,1,1,1,0,0,Two year,1,Bank transfer (automatic),96.6,6827.5,3.22,7
1392,2057-ZBLPD,1,Female,0,1,0,21,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,86.5,1808.7,2.88,4
1393,2058-DCJBE,1,Male,0,0,0,5,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.75,324.6,2.33,2
1394,2061-VVFST,0,Female,0,1,0,37,1,0,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),19.5,805.2,0.65,2
1395,2065-MMKGR,0,Female,0,0,0,29,1,1,DSL,0,0,0,0,1,1,One year,1,Credit card (automatic),71.0,2080.1,2.37,5
1396,2067-QYTCF,0,Female,0,1,0,64,1,1,Fiber optic,0,1,1,1,1,1,Month-to-month,1,Electronic check,111.15,6953.4,3.7,8
1397,2068-WWXQZ,0,Male,0,0,0,46,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),20.05,902.0,0.67,2
1398,2070-FNEXE,1,Female,1,0,0,7,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),76.45,503.6,2.55,3
1399,2070-XYMFH,0,Female,1,0,0,23,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Mailed check,79.35,1835.3,2.64,4
1400,2072-ZVJJX,0,Male,0,1,0,68,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),25.25,1728.2,0.84,3
1401,2073-QBVBI,0,Female,0,1,0,41,0,0,DSL,0,1,0,1,0,0,One year,0,Mailed check,35.45,1391.65,1.18,3
1402,2074-GKOWZ,1,Male,0,1,1,2,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Bank transfer (automatic),89.55,185.55,2.98,4
1403,2074-GUHPQ,0,Female,0,0,1,17,1,1,Fiber optic,0,1,1,1,0,0,Month-to-month,1,Credit card (automatic),92.7,1556.85,3.09,6
1404,2075-PUEPR,0,Male,0,1,1,55,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.35,1153.25,0.64,2
1405,2075-RMJIK,0,Female,0,1,1,5,1,0,DSL,1,0,0,0,0,0,Month-to-month,1,Mailed check,49.4,232.55,1.65,3
1406,2077-DDHJK,0,Female,0,1,0,68,1,1,DSL,1,1,1,1,0,0,Two year,0,Credit card (automatic),70.9,4911.35,2.36,7
1407,2077-MPJQO,0,Male,1,1,0,7,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,75.4,533.05,2.51,3
1408,2079-FBMZK,1,Female,0,0,0,6,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,69.25,418.4,2.31,2
1409,2080-CAZNM,0,Female,1,0,0,41,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,104.4,4133.95,3.48,7
1410,2080-GKCWQ,0,Male,0,0,0,2,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,0,Electronic check,74.95,151.75,2.5,3
1411,2080-SRCDE,0,Female,0,0,1,1,1,1,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,25.4,25.4,0.85,3
1412,2081-KJSQF,0,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,20.25,20.25,0.68,2
1413,2081-VEYEH,0,Male,0,0,0,3,1,0,Fiber optic,0,1,1,1,1,1,Month-to-month,1,Electronic check,107.95,318.6,3.6,7
1414,2082-CEFLT,1,Male,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,45.6,45.6,1.52,2
1415,2082-OJVTK,1,Male,0,1,1,29,1,1,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Electronic check,89.2,2698.35,2.97,5
1416,2085-BOJKI,0,Male,0,1,0,17,1,0,Fiber optic,0,0,1,0,1,1,One year,1,Bank transfer (automatic),96.65,1588.25,3.22,5
1417,2085-JVGAD,0,Male,0,1,0,37,1,0,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),20.35,697.65,0.68,2
1418,2087-QAREY,0,Female,0,1,0,22,1,0,DSL,0,1,1,0,0,0,Month-to-month,1,Mailed check,54.7,1178.75,1.82,4
1419,2088-IEBAU,0,Female,0,0,0,68,1,1,DSL,1,1,1,1,1,1,Two year,1,Electronic check,88.15,6148.45,2.94,9
1420,2091-GPPIQ,0,Female,0,1,1,72,1,1,DSL,0,1,0,1,1,1,Two year,1,Electronic check,78.95,5730.15,2.63,7
1421,2091-MJTFX,1,Female,0,1,1,30,0,0,DSL,0,0,0,1,1,1,Month-to-month,0,Credit card (automatic),51.2,1561.5,1.71,4
1422,2091-RFFBA,1,Female,1,0,0,31,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,73.9,2217.15,2.46,3
1423,2096-XOTMO,0,Female,0,1,1,16,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.35,275.9,0.64,2
1424,2097-YVPKN,0,Male,0,0,0,65,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,25.75,1654.75,0.86,3
1425,2100-BDNSN,1,Female,0,1,0,5,1,1,DSL,0,0,1,1,1,0,Month-to-month,0,Bank transfer (automatic),67.95,350.3,2.26,6
1426,2101-RANCD,0,Female,0,0,0,55,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,73.1,4144.9,2.44,3
1427,2103-ZRXFN,0,Male,0,0,0,1,1,1,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,50.75,50.75,1.69,3
1428,2105-PHWON,0,Female,0,1,0,33,1,1,Fiber optic,0,0,1,1,0,1,Month-to-month,1,Credit card (automatic),95.0,3008.15,3.17,6
1429,2107-FBPTK,0,Female,1,0,0,30,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,104.1,3121.1,3.47,7
1430,2108-GLPQB,0,Male,0,1,0,25,1,1,DSL,0,0,1,0,0,0,Month-to-month,0,Credit card (automatic),55.55,1405.3,1.85,4
1431,2108-XWMPY,1,Male,0,0,0,3,0,0,DSL,1,1,0,0,0,0,Month-to-month,1,Mailed check,35.45,106.85,1.18,3
1432,2108-YKQTY,1,Female,0,0,0,4,1,0,DSL,0,1,0,0,0,0,Month-to-month,0,Credit card (automatic),50.7,151.3,1.69,3
1433,2111-DWYHN,0,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,21.1,21.1,0.7,2
1434,2114-MGINA,1,Female,0,0,0,14,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Mailed check,89.8,1129.1,2.99,4
1435,2115-BFTIW,1,Male,0,0,0,25,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Mailed check,70.95,1767.35,2.37,2
1436,2120-SMPEX,0,Male,0,0,0,25,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,20.15,536.35,0.67,2
1437,2121-JAFOM,0,Female,0,1,0,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Credit card (automatic),115.55,8312.4,3.85,9
1438,2122-SZZZD,0,Male,0,0,0,44,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),19.5,835.5,0.65,2
1439,2122-YWVYA,0,Female,0,0,0,18,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,75.4,1380.4,2.51,3
1440,2123-AGEEN,0,Female,1,0,0,7,1,0,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Electronic check,84.35,609.65,2.81,4
1441,2123-VSCOT,0,Female,0,1,1,59,1,1,DSL,0,0,1,1,1,0,Two year,1,Bank transfer (automatic),72.1,4194.85,2.4,6
1442,2126-GSEGL,0,Female,0,1,0,70,1,1,DSL,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),84.8,5917.55,2.83,8
1443,2129-ALKBS,0,Female,0,1,1,40,1,1,No,0,0,0,0,0,0,Month-to-month,1,Electronic check,26.2,1077.5,0.87,3
1444,2133-TSRRM,0,Female,0,0,1,34,1,0,Fiber optic,1,1,1,0,1,1,Month-to-month,1,Bank transfer (automatic),105.35,3688.6,3.51,7
1445,2135-DQWAQ,0,Female,0,0,0,5,1,0,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Mailed check,85.3,420.45,2.84,4
1446,2135-RXIHG,1,Male,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,45.65,45.65,1.52,2
1447,2137-DQMEV,0,Male,0,1,1,68,0,0,DSL,1,1,0,0,1,0,One year,0,Mailed check,44.8,2983.65,1.49,4
1448,2138-VFAPZ,0,Female,0,1,1,14,1,0,No,0,0,0,0,0,0,Two year,1,Mailed check,19.7,263.65,0.66,2
1449,2139-FQHLM,0,Male,0,0,0,19,1,0,Fiber optic,0,0,1,1,1,0,Month-to-month,0,Mailed check,89.95,1682.4,3.0,5
1450,2141-RRYGO,1,Female,0,0,0,4,1,0,DSL,0,1,0,0,1,1,Month-to-month,1,Bank transfer (automatic),68.65,261.25,2.29,5
